frame_index,timestamp_s,state,detection_count,selected_x_px,selected_y_px,estimate_x_px,estimate_y_px,truth_x_px,truth_y_px,centroid_error_px,tracking_error_px,pointing_offset_px,pan_rate_deg_s,tilt_rate_deg_s,processing_time_ms
0,0.0,search,0,,,,,,,,,,10.0,0.0,44.021962999977404
1,0.03333333333333333,search,0,,,,,,,,,,10.0,0.0,22.439653999754228
2,0.06666666666666667,search,0,,,,,,,,,,10.0,0.0,22.503440999571467
3,0.1,search,0,,,,,,,,,,10.0,0.0,21.889870999075356
4,0.13333333333333333,search,0,,,,,,,,,,10.0,0.0,20.653075000154786
5,0.16666666666666666,search,0,,,,,,,,,,10.0,0.0,23.627991999092046
6,0.2,search,0,,,,,,,,,,10.0,0.0,20.723209001516807
7,0.23333333333333334,search,0,,,,,,,,,,10.0,0.0,14.105721998930676
8,0.26666666666666666,search,0,,,,,,,,,,10.0,0.0,13.815038999382523
9,0.3,search,0,,,,,,,,,,10.0,0.0,13.19632000013371
10,0.3333333333333333,search,0,,,,,,,,,,10.0,0.0,13.351704999877256
11,0.36666666666666664,search,0,,,,,,,,,,10.0,0.0,13.635953000630252
12,0.4,search,0,,,,,,,,,,10.0,0.0,12.742171998979757
13,0.43333333333333335,search,0,,,,,,,,,,9.666666666666686,0.0,13.435718999971868
14,0.4666666666666667,search,0,,,,,,,,,,6.444444444444457,0.0,12.739928999508265
15,0.5,search,0,,,,,,,,,,3.5555555555555562,0.0,13.766652999038342
16,0.5333333333333333,search,0,,,,,,,,,,-10.0,-10.0,12.22862500071642
17,0.5666666666666667,search,0,,,,,,,,,,-10.0,-9.666666666666664,13.116700001774007
18,0.6,search,0,,,,,,,,,,-10.0,-9.0,12.919668000904494
19,0.6333333333333333,search,0,,,,,,,,,,-10.0,-8.0,13.100587999360869
20,0.6666666666666666,search,0,,,,,,,,,,-10.0,-6.666666666666671,12.860172000728198
21,0.7,search,0,,,,,,,,,,-10.0,-5.0,12.81003099938971
22,0.7333333333333333,search,0,,,,,,,,,,-10.0,-3.333333333333328,13.437679001071956
23,0.7666666666666667,search,0,,,,,,,,,,-10.0,-1.9999999999999996,13.374955000472255
24,0.8,search,0,,,,,,,,,,-10.0,-0.9999999999999998,13.564126998971915
25,0.8333333333333334,search,0,,,,,,,,,,-10.0,-0.3333333333333288,13.030324000283144
26,0.8666666666666667,search,0,,,,,,,,,,-10.0,0.0,12.468450000596931
27,0.9,search,0,,,,,,,,,,-10.0,0.0,13.604240999484318
28,0.9333333333333333,search,0,,,,,,,,,,-10.0,0.0,13.28153999929782
29,0.9666666666666667,search,0,,,,,,,,,,-10.0,0.0,13.528338999094558
30,1.0,search,0,,,,,,,,,,-10.0,0.0,12.9284929989808
31,1.0333333333333334,search,0,,,,,,,,,,-10.0,0.0,13.02969200150983
32,1.0666666666666667,search,0,,,,,,,,,,-10.0,0.0,14.489772000160883
33,1.1,search,0,,,,,,,,,,-10.0,0.0,13.07388900022488
34,1.1333333333333333,search,0,,,,,,,,,,-10.0,0.0,13.182770999264903
35,1.1666666666666667,search,0,,,,,,,,,,-9.1666666666667,0.0,12.453758001356618
36,1.2,search,0,,,,,,,,,,-6.111111111111136,0.0,13.030647000050521
37,1.2333333333333334,search,0,,,,,,,,,,-3.3888888888889,0.0,14.236574001188274
38,1.2666666666666666,search,0,,,,,,,,,,-10.0,10.0,12.91867299914884
39,1.3,search,0,,,,,,,,,,-10.0,10.0,13.538332999814884
40,1.3333333333333333,search,0,,,,,,,,,,-10.0,10.0,12.428513999111601
41,1.3666666666666667,search,0,,,,,-2.4183862020072233,10.74941180989229,,395.61274997984714,395.61274997984714,-10.0,10.0,12.95837999896321
42,1.4,acquire,1,63.68215271389145,39.25620975160994,63.68215271389145,39.25620975160994,63.52964818598154,39.40722584931602,0.21462407320567803,325.5986830456685,325.5986830456685,-10.0,10.0,13.840431000062381
43,1.4333333333333333,acquire,1,114.77288301517376,64.7851199216838,110.63039689796751,62.715211048913545,114.5519121018936,65.01152972343215,0.31636931400436297,269.87011978120387,269.87011978120387,-10.0,9.257480853380427,13.597866000054637
44,1.4666666666666666,track,1,167.4542857142857,88.44204081632653,158.9326578086404,85.18738465678017,166.9828824809113,88.28740695927742,0.49611756487927183,215.47841920013826,215.47841920013826,-8.496904424435076,8.199717740442573,13.39783099865599
45,1.5,track,1,227.31733220050978,133.1622769753611,219.33297179106586,123.45616660293523,227.61158610331034,133.20452063720037,0.2972707289306405,141.21222834682624,141.21222834682624,-5.2386666418715375,6.253545773039715,15.86066399977426
46,1.5333333333333334,track,1,263.52760511882997,173.97806215722122,267.8675644498405,166.4583596527372,263.8550618403349,174.37120384412438,0.5116525094630273,86.36777735835335,86.36777735835335,-2.648445594172392,3.9485225456100093,15.335011001297971
47,1.5666666666666667,track,1,285.09254498714654,220.97892030848328,299.4572187666148,212.8568944130797,285.4841913440781,220.88690400909724,0.40231066136814736,39.45442288932479,39.45442288932479,-1.0439399502647002,1.3477762758212024,13.228800999058876
48,1.6,track,1,318.7459319526627,217.83579881656806,327.8848853344105,235.23525809864714,319.1426205197846,218.46445849422315,0.7433537580416342,21.552601873558835,21.552601873558835,0.42652145687336757,0.1798062268209846,14.255747000788688
49,1.6333333333333333,track,1,334.9747935680139,227.27335940895262,348.7128863581621,244.19054417793083,335.32770723644546,227.3624361796291,0.3639817693785752,19.8657148987931,19.8657148987931,1.4735579907258212,-0.23864993668209494,13.663820000147098
