frame_index,timestamp_s,state,detection_count,selected_x_px,selected_y_px,estimate_x_px,estimate_y_px,truth_x_px,truth_y_px,centroid_error_px,tracking_error_px,pointing_offset_px,pan_rate_deg_s,tilt_rate_deg_s,processing_time_ms
0,0.0,acquire,1,320.0,240.0,320.0,240.0,320.0,240.0,0.0,0.0,0.0,0.0,0.0,77.73933600037708
1,0.03333333333333333,acquire,1,324.0,242.0,323.6756761085404,241.8378380542702,323.62523114814655,241.69047304696278,0.4860644267749451,3.9999999999999507,3.9999999999999507,0.19543531359984936,-0.09771765679992468,27.127307001137524
2,0.06666666666666667,track,1,326.0,242.0,325.2068088317555,241.97966369638047,326.2504622962932,242.38094609392556,0.4559071049475037,6.6885860403797235,6.6885860403797235,0.2998525084991085,-0.11344757461324959,26.745250999738346
3,0.1,track,1,328.0,244.0,327.2157748761357,243.26802466521914,327.8756934444398,244.07141914088834,0.1433625245330013,8.865833353474653,8.865833353474653,0.4430815165487342,-0.19753611600748036,28.698293999696034
4,0.13333333333333333,track,1,330.0,245.0,329.3946309253615,244.5505478597934,329.50092459258644,244.76189218785123,0.5529661766250092,10.627473139120722,10.627473139120722,0.6069706575408892,-0.28934972751461174,21.327960001144675
5,0.16666666666666666,track,1,330.0,244.0,330.4773089030691,244.66087612966444,330.126155740733,244.452365234814,0.469627061175382,11.061762349181086,11.061762349181086,0.7183654291062759,-0.32065944672705315,19.638285999462823
6,0.2,track,1,330.0,245.0,330.99570279092694,245.1560052246531,329.75138688887955,245.1428382817768,0.2867250490660593,11.024442473391607,11.024442473391607,0.8000845104885321,-0.37179583628512614,22.7558719998342
7,0.23333333333333334,track,1,329.0,245.0,330.7952150877706,245.42482466512055,329.3766180370262,244.83331132873957,0.4118570855770853,10.549021955271858,10.549021955271858,0.8409146678804038,-0.4115280170892637,19.690631999765174
8,0.26666666666666666,track,1,328.0,244.0,330.2127155730537,245.16945187496003,328.0018491851729,243.52378437570235,0.47621921455460586,8.743377305635162,8.743377305635162,0.85626515430114,-0.4222784511506919,15.661478999390965
9,0.3,track,1,328.0,243.0,329.78780897145344,244.6106370007486,327.6270803333193,243.21425742266513,0.4300875735990606,8.276702555369761,8.276702555369761,0.8745676922880052,-0.4135871680521691,13.077343999611912
10,0.3333333333333333,track,1,326.0,243.0,328.7943758709602,244.20824039025965,326.252311481466,242.90473046962802,0.2696986597980467,6.894117634799752,6.894117634799752,0.8576974226262313,-0.4093821768289558,13.925257000664715
11,0.36666666666666664,track,1,325.0,243.0,327.7527105007517,243.91174280551928,324.87754262961266,242.5952035165908,0.4229137034226205,5.524988995121534,5.524988995121534,0.8315175447207768,-0.40809703080042803,12.681674999839743
12,0.4,track,1,325.0,242.0,326.9758189019959,243.3978784874015,324.5027737777591,242.28567656355358,0.5734500981321186,5.049682073839212,5.049682073839212,0.8132854281990873,-0.3929623095874481,13.454529000227922
13,0.43333333333333335,track,1,324.0,241.0,326.11459591211633,242.7350762286664,324.12800492590577,240.97614961051636,0.13020791886311364,4.241850154167818,4.241850154167818,0.7858445061930499,-0.3667588479404366,13.325338999493397
14,0.4666666666666667,track,1,323.0,242.0,325.19573548077204,242.47854896447345,322.75323607405244,241.66662265747914,0.41476847476071016,3.218375360626306,3.218375360626306,0.7505022451370501,-0.358897031914948,12.20226299847127
15,0.5,track,1,322.0,241.0,324.236786361414,242.03863961318092,322.3784672221991,241.35709570444192,0.520341023185734,2.738396442827487,2.738396442827487,0.7081739474094234,-0.3397466639748467,13.653268999405554
16,0.5333333333333333,track,1,323.0,241.0,323.70482344657074,241.69006924308542,323.00369837034555,241.0475687514047,0.04771230505241445,3.1811325324381072,3.1811325324381072,0.68400135905082,-0.32328834332654177,13.398410999798216
17,0.5666666666666667,track,1,323.0,241.0,323.2823360771746,241.4114575380804,322.6289295184922,240.73804179836748,0.4542195522530556,2.730563331867108,2.730563331867108,0.6631428497592327,-0.30889726200749523,13.068223999653128
18,0.6,track,1,322.0,240.0,322.73895633244274,240.98141051735033,322.2541606666389,240.42851484533026,0.4982194467649104,2.29452942532674,2.29452942532674,0.6338776489731968,-0.28510024979032605,13.126723000823404
19,0.6333333333333333,track,1,323.0,241.0,322.49393258574065,240.82579299381132,322.8793918147853,241.11898789229326,0.16942388513185216,3.0891796849894675,3.0891796849894675,0.6181895427678804,-0.2740599969003588,12.695858000370208
